capture_ts,slot,auditor_id,drop_point_id,platform,account_state,subscription_active,restaurant_name,restaurant_listed,restaurant_open,basket_id,item_list,item_match_quality,menu_subtotal,packaging_fee,platform_fee,delivery_fee,small_cart_fee,surge_rain_fee,taxes_gst,discount_amount,discount_type,final_payable,eta_min_shown,eta_max_shown,screenshot_file,notes,restaurant_display,eta_mid,fees_total,non_food_total,non_food_share,priced,is_listed,is_open,recon_delta,recon_flag
22:00:00,wed_dinner,A,dp1,zomato,existing,y,bawarchi,y,y,B1,Veg Biryani ,exact,179.0,0.0,14.99,0.0,0.0,0.0,11.65,0.0,none,205.64,15.0,20.0,DP1_wed_dinner_zomato_R2.png,groupa,Bawarchi,17.5,14.99,26.64,0.12954678078194906,True,True,True,0.0,
22:00:00,wed_dinner,A,dp1,zomato,existing,y,bawarchi,y,y,B1,Veg Biryani ,exact,179.0,0.0,14.99,42.0,0.0,0.0,11.65,0.0,none,247.64,15.0,20.0,DP1_wed_dinner_zomato_R2.png,groupa,Bawarchi,17.5,56.99,68.64,0.2771765465999031,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,ownly,new,,cream stone,y,y,B2,Nutella brownie blast milk,exact,179.0,0.0,0.0,0.0,0.0,0.0,8.95,50.0,auto offer,137.95,30.0,30.0,DP1_wed_dinner_ownly_R3.png,groupa,Cream Stone,30.0,0.0,8.95,0.06487857919536064,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,ownly,new,,cream stone,y,y,B2,Nutella brownie blast milk,exact,179.0,0.0,0.0,0.0,0.0,0.0,8.95,0.0,none,187.95,30.0,30.0,DP1_wed_dinner_ownly_R3.png,groupa,Cream Stone,30.0,0.0,8.95,0.047619047619047616,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,cream stone,y,y,B2,Nutella brownie blast milk,exact,189.0,0.0,0.0,0.0,0.0,0.0,47.3,77.8,auto offer,158.0,10.0,15.0,DP1_wed_dinner_swiggy_R3.png,groupa,Cream Stone,12.5,0.0,47.3,0.2993670886075949,True,True,True,0.5,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,cream stone,y,y,B2,Nutella brownie blast milk,exact,189.0,0.0,0.0,42.0,0.0,0.0,47.3,0.0,none,277.8,10.0,15.0,DP1_wed_dinner_swiggy_R3.png,groupa,Cream Stone,12.5,42.0,89.3,0.3214542836573074,True,True,True,0.5,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,cream stone,y,y,B2,Nutella brownie blast milk,exact,189.0,0.0,14.99,0.0,0.0,0.0,12.15,0.0,none,216.14,15.0,20.0,DP1_wed_dinner_zomato_R3.png,groupa,Cream Stone,17.5,14.99,27.14,0.12556676228370503,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,cream stone,y,y,B2,Nutella brownie blast milk,exact,189.0,0.0,14.99,43.0,0.0,0.0,12.15,0.0,none,259.14,15.0,20.0,DP1_wed_dinner_zomato_R3.png,groupa,Cream Stone,17.5,57.99,70.14,0.2706645056726094,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,ownly,new,,shah ghouse,y,y,B1,Veg Briyani ,,150.0,0.0,0.0,0.0,0.0,0.0,7.5,50.0,auto offer,107.5,38.0,43.0,DP1_wed_dinner_ownly_R4.png,groupa,Shah Ghouse,40.5,0.0,7.5,0.06976744186046512,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,ownly,new,,shah ghouse,y,y,B1,Veg Briyani ,,150.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,none,157.5,38.0,43.0,DP1_wed_dinner_ownly_R4.png,groupa,Shah Ghouse,40.5,0.0,7.5,0.047619047619047616,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,shah ghouse,y,y,B1,Veg Briyani ,,254.0,0.0,0.0,0.0,0.0,0.0,30.69,90.0,auto offer,195.0,20.0,25.0,DP1_wed_dinner_swiggy_R4.png,groupa,Shah Ghouse,22.5,0.0,30.69,0.1573846153846154,True,True,True,-0.31,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,shah ghouse,y,y,B1,Veg Briyani ,,254.0,0.0,0.0,47.0,0.0,0.0,30.69,0.0,none,332.0,20.0,25.0,DP1_wed_dinner_swiggy_R4.png,groupa,Shah Ghouse,22.5,47.0,77.69,0.23400602409638555,True,True,True,-0.31,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,shah ghouse,y,y,B1,Veg Briyani ,,254.0,0.0,14.99,0.0,0.0,0.0,15.41,0.0,none,284.49,20.0,25.0,DP1_wed_dinner_zomato_R4.png,groupa,Shah Ghouse,22.5,14.99,30.4,0.10685788604168862,True,True,True,-0.09,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,shah ghouse,y,y,B1,Veg Briyani ,,254.0,0.0,14.99,48.0,0.0,0.0,15.41,0.0,none,332.49,20.0,25.0,DP1_wed_dinner_zomato_R4.png,groupa,Shah Ghouse,22.5,62.99,78.4,0.2357965653102349,True,True,True,-0.09,
19:45:00,wed_dinner,A,dp1,ownly,new,,murgan tiffins,y,y,B3,,,,,,,,,,,,,,,DP1_wed_dinner_ownly_R5.png,groupb,Murgan Tiffins,,,,,False,True,True,,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,murgan tiffins,y,y,B3,,,,,,,,,,,,,,,DP1_wed_dinner_swiggy_R5.png,groupb,Murgan Tiffins,,,,,False,True,True,,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,murgan tiffins,y,y,B3,,,,,,,,,,,,,,,DP1_wed_dinner_zomato_R5.png,groupb,Murgan Tiffins,,,,,False,True,True,,
19:45:00,wed_dinner,A,dp1,ownly,new,,aanimuthyalu unlimited,y,y,B3,,,,,,,,,,,,,,,DP1_wed_dinner_ownly_R6.png,groupb,Aanimuthyalu Unlimited,,,,,False,True,True,,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,aanimuthyalu unlimited,n,n,B3,,,,,,,,,,,,,,,DP1_wed_dinner_swiggy_R6.png,groupb,Aanimuthyalu Unlimited,,,,,False,False,False,,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,aanimuthyalu unlimited,n,n,B3,,,,,,,,,,,,,,,DP1_wed_dinner_zomato_R6.png,groupb,Aanimuthyalu Unlimited,,,,,False,False,False,,
19:45:00,wed_dinner,A,dp1,ownly,new,,mehfil,y,y,B1,Chicken Biryani single,,,,,,,,,,,,,,DP1_wed_dinner_ownly_R7.png,groupb,Mehfil,,,,,False,True,True,,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,mehfil,y,y,B1,Chicken Biryani single,,170.0,0.0,0.0,57.0,0.0,0.0,36.74,105.0,auto offer,159.0,30.0,40.0,DP1_wed_dinner_swiggy_R7.png,groupb,Mehfil,35.0,57.0,93.74000000000001,0.589559748427673,True,True,True,-0.26,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,mehfil,y,y,B1,Chicken Biryani single,,170.0,0.0,0.0,57.0,0.0,0.0,36.74,0.0,none,264.0,30.0,40.0,DP1_wed_dinner_swiggy_R7.png,groupb,Mehfil,35.0,57.0,93.74000000000001,0.3550757575757576,True,True,True,-0.26,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,mehfil,y,y,B1,Chicken Biryani single,,170.0,0.0,14.99,0.0,0.0,0.0,11.2,0.0,none,196.19,10.0,15.0,DP1_wed_dinner_swiggy_R7.png,groupb,Mehfil,12.5,14.99,26.189999999999998,0.13349304245884092,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,mehfil,y,y,B1,Chicken Biryani single,,170.0,0.0,14.99,42.0,0.0,0.0,11.2,0.0,none,238.19,10.0,15.0,DP1_wed_dinner_zomato_R7.png,groupb,Mehfil,12.5,56.99,68.19,0.28628405894454007,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,ownly,new,,karachi bakery,y,y,B2,,,,,,,,,,,,,,,DP1_wed_dinner_ownly_R8.png,groupb,Karachi Bakery,,,,,False,True,True,,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,karachi bakery,y,y,B2,Chocolate truffle cake,,1200.0,0.0,0.0,0.0,0.0,0.0,17.98,120.0,auto offer,1098.0,5.0,10.0,DP1_wed_dinner_swiggy_R8.png,groupb,Karachi Bakery,7.5,0.0,17.98,0.016375227686703096,True,True,True,-0.02,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,karachi bakery,y,y,B2,Chocolate truffle cake,,1200.0,0.0,0.0,42.0,0.0,0.0,17.98,0.0,none,1260.0,5.0,10.0,DP1_wed_dinner_swiggy_R8.png,groupb,Karachi Bakery,7.5,42.0,59.980000000000004,0.047603174603174606,True,True,True,-0.02,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,karachi bakery,y,y,B2,Chocolate truffle cake,,1142.0,60.0,14.99,0.0,0.0,0.0,9.76,0.0,,1224.75,10.0,15.0,DP1_wed_dinner_zomato_R8.png,groupb,Karachi Bakery,12.5,74.99,84.75,0.06919779546846296,True,True,True,2.0,line items do not reconcile
19:45:00,wed_dinner,A,dp1,zomato,existing,y,karachi bakery,y,y,B2,Chocolate truffle cake,,1142.0,60.0,14.99,42.0,0.0,0.0,9.76,0.0,,1266.0,10.0,15.0,DP1_wed_dinner_zomato_R8.png,groupb,Karachi Bakery,12.5,116.99,126.75,0.10011848341232228,True,True,True,2.75,line items do not reconcile
19:45:00,wed_dinner,A,dp1,ownly,new,,wendy's burgers,y,y,B2,,,,,,,,,,,,,,,DP1_wed_dinner_ownly_R9.png,groupc,Wendy's Burgers,,,,,False,True,True,,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,wendy's burgers,y,y,B2,Teriyaki Fried chicekn burger,,299.0,0.0,0.0,0.0,0.0,0.0,59.27,160.0,auto offer,198.0,15.0,20.0,DP1_wed_dinner_swiggy_R9.png,groupc,Wendy's Burgers,17.5,0.0,59.27,0.29934343434343436,True,True,True,0.27,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,wendy's burgers,y,y,B2,Teriyaki Fried chicekn burger,,299.0,0.0,0.0,42.0,0.0,0.0,59.27,0.0,none,,15.0,20.0,DP1_wed_dinner_swiggy_R9.png,groupc,Wendy's Burgers,17.5,42.0,101.27000000000001,,False,True,True,,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,wendy's burgers,y,y,B2,Teriyaki Fried chicekn burger,,299.0,29.12,14.99,0.0,0.0,0.0,15.35,75.0,coupon,283.46,20.0,25.0,DP1_wed_dinner_zomato_R9.png,groupc,Wendy's Burgers,22.5,44.11,59.46,0.2097650462146335,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,wendy's burgers,y,y,B2,Teriyaki Fried chicekn burger,,299.0,29.12,14.99,40.0,0.0,0.0,15.35,0.0,none,,20.0,25.0,DP1_wed_dinner_zomato_R9.png,groupc,Wendy's Burgers,22.5,84.11,99.46,,False,True,True,,
19:45:00,wed_dinner,A,dp1,ownly,new,,pizza hut,n,n,B2,3in1 Triple Spice Pizza Veg Per,,,,,,,,,,,,,,DP1_wed_dinner_ownly_R10.png,groupc,Pizza Hut,,,,,False,False,False,,
19:45:00,wed_dinner,A,dp1,swiggy,existing,y,pizza hut,y,y,B2,3in1 Triple Spice Pizza Veg Per,,279.0,0.0,0.0,0.0,0.0,0.0,58.18,20.0,auto offer,317.0,25.0,30.0,DP1_wed_dinner_swiggy_R10.png,groupc,Pizza Hut,27.5,0.0,58.18,0.18353312302839117,True,True,True,0.18,
20:45:00,wed_dinner,A,dp2,swiggy,existing,y,pizza hut,y,y,B3,3in1 Triple Spice Pizza Veg Per,,279.0,0.0,0.0,47.0,0.0,0.0,58.18,0.0,none,384.18,25.0,30.0,,,Pizza Hut,27.5,47.0,105.18,0.273777916601593,True,True,True,0.0,
19:45:00,wed_dinner,A,dp1,zomato,existing,y,pizza hut,y,y,B2,3in1 Triple Spice Pizza Veg Per,,279.0,25.0,14.99,85.0,0.0,0.0,33.2,0.0,,437.19,30.0,35.0,DP1_wed_dinner_zomato_R10.png,groupc,Pizza Hut,32.5,124.99000000000001,158.19,0.36183352775681055,True,True,True,0.0,
,thu_lunch,B,dp1,ownly,new,,paradise biryani,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R1.png,groupa,Paradise Biryani,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,paradise biryani,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R1.png,groupa,Paradise Biryani,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,paradise biryani,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R1.png,groupa,Paradise Biryani,,,,,False,True,False,,
,thu_lunch,B,dp1,ownly,new,,bawarchi,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R2.png,groupa,Bawarchi,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,bawarchi,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R2.png,groupa,Bawarchi,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,bawarchi,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R2.png,groupa,Bawarchi,,,,,False,True,False,,
,thu_lunch,B,dp1,ownly,new,,cream stone,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R3.png,groupa,Cream Stone,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,cream stone,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R3.png,groupa,Cream Stone,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,cream stone,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R3.png,groupa,Cream Stone,,,,,False,True,False,,
,thu_lunch,B,dp1,ownly,new,,shah ghouse,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R4.png,groupa,Shah Ghouse,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,shah ghouse,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R4.png,groupa,Shah Ghouse,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,shah ghouse,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R4.png,groupa,Shah Ghouse,,,,,False,True,False,,
,thu_lunch,B,dp1,ownly,new,,murgan tiffins,y,,B3,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R5.png,groupb,Murgan Tiffins,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,murgan tiffins,y,,B3,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R5.png,groupb,Murgan Tiffins,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,murgan tiffins,y,,B3,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R5.png,groupb,Murgan Tiffins,,,,,False,True,False,,
,thu_lunch,B,dp1,ownly,new,,aanimuthyalu unlimited,y,,B3,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R6.png,groupb,Aanimuthyalu Unlimited,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,aanimuthyalu unlimited,y,,B3,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R6.png,groupb,Aanimuthyalu Unlimited,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,aanimuthyalu unlimited,y,,B3,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R6.png,groupb,Aanimuthyalu Unlimited,,,,,False,True,False,,
,thu_lunch,B,dp1,ownly,new,,mehfil,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R7.png,groupb,Mehfil,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,mehfil,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R7.png,groupb,Mehfil,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,mehfil,y,,B1,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R7.png,groupb,Mehfil,,,,,False,True,False,,
,thu_lunch,B,dp1,ownly,new,,karachi bakery,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R8.png,groupb,Karachi Bakery,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,karachi bakery,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R8.png,groupb,Karachi Bakery,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,karachi bakery,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R8.png,groupb,Karachi Bakery,,,,,False,True,False,,
,thu_lunch,B,dp1,ownly,new,,kfc,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R9.png,groupc,Kfc,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,kfc,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R9.png,groupc,Kfc,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,kfc,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R9.png,groupc,Kfc,,,,,False,True,False,,
,thu_lunch,B,dp1,ownly,new,,domino's,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_ownly_R10.png,groupc,Domino's,,,,,False,True,False,,
,thu_lunch,B,dp1,swiggy,existing,y,domino's,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_swiggy_R10.png,groupc,Domino's,,,,,False,True,False,,
,thu_lunch,B,dp1,zomato,existing,y,domino's,y,,B2,,,,,,,,,,,,,,,DP1_thu_lunch_zomato_R10.png,groupc,Domino's,,,,,False,True,False,,
