review_id,platform_source,app_id,app_context,app_version,review_date,star_rating,review_text,thumbs_up_count,developer_reply_present,source_url,retrieved_at,language,city_mentioned,sentiment,themes,primary_theme,severity,order_stage,switching_trigger_flag,switching_trigger_text,churn_signal,repeat_use_signal,price_value_comment,delivery_eta_comment,assortment_comment,support_comment,trust_safety_quality_comment,coding_note,coder,human_verified
GO_3e282db9cd,google_play,com.ownly.customer,ownly_standalone,1.9.14,2026-08-21,1,"Extremely disappointing experience with Ownly. I placed an order expecting a normal delivery, but the delivery was taking around 45+ minutes. When I contacted support and requested cancellation due to the excessive delay, I was told that the order could not be cancelled and that I would not receive a refund. This is extremely frustrating. If the platform is unable to deliver the order within a reasonable time, customers should not be forced to wait indefinitely or be denied a refund when they re",9,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,neg,LATE_DELIVERY_ETA_BREACH;CANCELLATION_BLOCKED;REFUND_DELAY_OR_DENIAL,CANCELLATION_BLOCKED,3,dispatch_eta,0,,0,0,,45+ min delay,,told order cannot be cancelled and no refund,,,ai_first_pass,
GO_33ef06c9ab,google_play,com.ownly.customer,ownly_standalone,1.9.10,2026-08-12,5,"Excellent food delivery app. I had a great experience using Ownly. The best part is that there are no hidden charges, no delivery fees, and no extra platform fees, which makes it much more affordable than other food delivery apps. The delivery was on time, and the overall service was excellent. I highly recommend this app to everyone who wants to save money while enjoying a smooth food ordering experience. Keep up the great work Ownly! Better provide more restaurants and food availability.",10,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,pos,NO_HIDDEN_FEES_POSITIVE;LOWER_PRICE_VALUE_POSITIVE;ON_TIME_DELIVERY_POSITIVE;ASSORTMENT_MORE_RESTAURANTS,NO_HIDDEN_FEES_POSITIVE,1,pricing_checkout,1,"to_ownly: more affordable than other apps (no hidden, delivery or platform fees)",0,0,"says no hidden charges, no delivery fee, no platform fee",delivery on time,asks for more restaurants and food availability,,,CHECK: 'no delivery fees' conflicts with reported flat delivery fee -> may reflect a promo; verify in audit,ai_first_pass,
GO_81becd057e,google_play,com.ownly.customer,ownly_standalone,,2026-07-29,5,ऐप अच्छा है। यूजर इंटरफेस बहुत बढ़िया है। लेकिन एक बात की नाराजगी रहेगी वो बात ये है कि जबलपुर ( मध्यप्रदेश ) में ownly सर्विस नहीं है। कृपया जल्दी से जल्दी अपनी सर्विस जबलपुर ( मध्यप्रदेश ) में शुरू कीजिए।,0,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=hi&gl=IN,2026-09-14,hi,other,mixed,APP_UX_GENERAL_POSITIVE;CITY_EXPANSION_REQUEST,CITY_EXPANSION_REQUEST,1,discovery_onboarding,0,,0,0,,,,,,Hindi; asks for service in Jabalpur (MP); coder translation,ai_first_pass,
GO_70f2ad2a7d,google_play,com.ownly.customer,ownly_standalone,1.9.10,2026-07-28,5,"india sweet house is not delivering, need Action on this.",0,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=kn&gl=IN,2026-09-14,en,none,mixed,LISTING_MENU_ACCURACY,LISTING_MENU_ACCURACY,2,browse_menu,0,,0,0,,,named restaurant listed but not delivering,,,5-star rating with a complaint (rating/text mismatch),ai_first_pass,
GO_42d4fd7489,google_play,com.ownly.customer,ownly_standalone,1.9.10,2026-07-26,1,"I had a very disappointing experience with this app. It advertises discounts to attract customers, but the overall experience wasn't what I expected. The biggest issue was with the ""Veg"" filter. I selected the Veg option assuming it would show only pure vegetarian restaurants. Based on that, I placed my order. However, when the food arrived, I saw that it had been prepared by a restaurant that serves both vegetarian and non-vegetarian food.The app should improve its restaurant filtering.",11,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,neg,DIETARY_VEG_TRUST;LISTING_MENU_ACCURACY;MARKETING_EXPECTATION_GAP,DIETARY_VEG_TRUST,3,browse_menu,0,,0,0,app advertises discounts,,'Veg' filter surfaced mixed veg/non-veg restaurants,,dietary trust breach for a vegetarian user,AMBIGUOUS primary: VEG vs LISTING,ai_first_pass,
GO_274cd3c567,google_play,com.ownly.customer,ownly_standalone,1.9.9,2026-07-23,1,"worst app Experience placed a food order through the Ownly app, but it has been delayed for a long time and still hasn't been delivered. I tried contacting customer support and the helpline, but I haven't received any response. I also wanted to cancel the order, but after I contacted support through the chat, the cancel option was disabled. The main issue is that the restaurant's order acceptance time keeps changing continuously in the app, which is very frustrating. Please look into this iss",17,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,neg,LATE_DELIVERY_ETA_BREACH;NOT_DELIVERED_OR_FALSE_DELIVERED;CANCELLATION_BLOCKED;SUPPORT_UNRESPONSIVE_OR_SCRIPTED,LATE_DELIVERY_ETA_BREACH,3,dispatch_eta,0,,0,0,,"long delay, not delivered at time of review; restaurant acceptance time kept changing",,no response from chat or helpline; cancel option disabled after chat,,,ai_first_pass,
GO_f66c0135bb,google_play,com.ownly.customer,ownly_standalone,1.9.9,2026-07-22,1,"This app gives you best and affordable price menu. But Disappointed when I ordered from a restaurant and it got cancelled automatically. This happened 3 times with me, order does not get placed and amount gets deducted from you account. Later they refund the amount. They haven't fixed this issue even after many customers have complaint them, I'm never gonna use this app because it's the third time happening with me not once or twice. This is what I wanted to share and Hope so you fix the issues.",16,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,mixed,LOWER_PRICE_VALUE_POSITIVE;PLATFORM_RESTAURANT_CANCELLATION;PAYMENT_DEDUCTED_ORDER_FAILED,PLATFORM_RESTAURANT_CANCELLATION,3,payment,0,,1,1,'best and affordable price menu',,,"amount deducted on auto-cancelled orders, later refunded",,"KEY H4 case: price valued, yet repeated cancellations -> stated churn. AMBIGUOUS stage: payment vs dispatch",ai_first_pass,
GO_6650009b66,google_play,com.ownly.customer,ownly_standalone,1.9.8,2026-07-19,1,"​Money was deducted from my account, but the app immediately showed the order as cancelled. To make matters worse, customer support completely ignores my messages and provides zero help. If you are going to take people's money, your order tracking and support channels need to actually function. Furthermore, the chat support window arbitrarily locks up, showing ""chat input is unavailable,"" leaving me completely stranded.",18,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,neg,PAYMENT_DEDUCTED_ORDER_FAILED;PLATFORM_RESTAURANT_CANCELLATION;SUPPORT_UNRESPONSIVE_OR_SCRIPTED,PAYMENT_DEDUCTED_ORDER_FAILED,3,payment,0,,0,0,,,,support ignores messages; chat input shows unavailable,,,ai_first_pass,
GO_137c34ee72,google_play,com.ownly.customer,ownly_standalone,1.9.8,2026-07-18,1,"Very disappointing experience. I ordered around 4 PM after not eating all day, but delivery was delayed and two items were out of stock. I agreed to one replacement and requested a refund for the other, but it still hasn’t been processed. To make it worse, I received the wrong item instead of Dahi Vada. Poor delivery, wrong order, no refund, and unhelpful support. I will not recommend this app to you guys. there's no option for cash on delivery.",13,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,neg,LATE_DELIVERY_ETA_BREACH;LISTING_MENU_ACCURACY;MISSING_OR_WRONG_ITEMS;REFUND_DELAY_OR_DENIAL;SUPPORT_UNRESPONSIVE_OR_SCRIPTED;NO_CASH_ON_DELIVERY,MISSING_OR_WRONG_ITEMS,3,food_quality_accuracy,0,,0,0,,delayed afternoon order,two items out of stock after ordering,partial refund not processed; support unhelpful,,asks for cash on delivery,ai_first_pass,
GO_0b940e34ce,google_play,com.ownly.customer,ownly_standalone,1.9.8,2026-07-11,1,"Started using since a week, first 2-3 orders went well with decent food and the no platform fee and all. Today's order was too quick, almost half the time early, when checked, they delivered completely different items and some stale food. All this by using some fake/duplicate names of renowned restaurants. When I complained, and asked for a refund, the customer care representative said, they can't refund as the food is already delivered and lastly offered a charity of 25% discount on the order.",12,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,mixed,NO_HIDDEN_FEES_POSITIVE;EARLY_GOOD_THEN_DECLINE;MISSING_OR_WRONG_ITEMS;FOOD_QUALITY_HYGIENE;LISTING_MENU_ACCURACY;REFUND_DELAY_OR_DENIAL;TRUST_LOSS_SCAM_FRAMING,FOOD_QUALITY_HYGIENE,4,food_quality_accuracy,0,,0,1,early orders good; mentions no platform fee,delivered suspiciously early,alleges fake/duplicate names of renowned restaurants,refund refused; offered 25% discount instead,stale food; wrong items,AMBIGUOUS primary: FOOD_QUALITY vs LISTING (duplicate-name allegation is unverified consumer claim),ai_first_pass,
GO_a9b74f4c4f,google_play,com.ownly.customer,ownly_standalone,1.9.6,2026-07-05,1,"very poor customer service. They had displayed a closed down restaurant in their app. Unware of this,I ordered from here and they cancelled my order. They keep saying the amount is refunded but it has not yet reached my account. I tried texting the customer service about it,3 different agents connected at different times,no use. They don't want to solve the issue,more interested in closing tickets. Also,there is no call service that you can reach. extremely terrible customer service.",20,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,neg,LISTING_MENU_ACCURACY;PLATFORM_RESTAURANT_CANCELLATION;REFUND_DELAY_OR_DENIAL;SUPPORT_UNRESPONSIVE_OR_SCRIPTED,SUPPORT_UNRESPONSIVE_OR_SCRIPTED,3,post_order_support_refund,0,,0,0,,,closed-down restaurant still listed,"3 agents, no resolution, 'closing tickets'; no phone support",,AMBIGUOUS primary: SUPPORT vs LISTING,ai_first_pass,
GO_d249f64f82,google_play,com.ownly.customer,ownly_standalone,1.9.6,2026-06-30,1,"Extremely disappointing experience. I placed an order, but the rider became unreachable and my order was never delivered. Instead of resolving the issue, customer support kept sending generic apologies and then simply cancelled my order. Despite the inconvenience, wasted time, and the mistake being entirely on their end, they refused to provide any compensation or even a goodwill voucher. Their customer care is unhelpful, doesn't take accountability, and only repeats policy.",24,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,neg,NOT_DELIVERED_OR_FALSE_DELIVERED;RIDER_CONDUCT_OR_UNREACHABLE;SUPPORT_UNRESPONSIVE_OR_SCRIPTED;PLATFORM_RESTAURANT_CANCELLATION,NOT_DELIVERED_OR_FALSE_DELIVERED,3,delivery_handoff,0,,0,0,,rider unreachable; never delivered,,"generic apologies, cancelled, no goodwill compensation",,,ai_first_pass,
GO_28e36312ca,google_play,com.ownly.customer,ownly_standalone,1.9.5,2026-06-18,1,"The final order placement page doesn't work. I tried this app again, this time I was able to place my order, and when I got it, it was tasting like 10 days old food. When I got in touch with the support team, they were not agreeing to give me a replacement nor a refund. If I were you, I'd stick to Zomato/Swiggy, not a reliable delivery app as of yet, and I'm definitely uninstalling.",17,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,neg,APP_CHECKOUT_BUG;FOOD_QUALITY_HYGIENE;REFUND_DELAY_OR_DENIAL;SUPPORT_UNRESPONSIVE_OR_SCRIPTED,FOOD_QUALITY_HYGIENE,4,food_quality_accuracy,1,away_from_ownly: 'stick to Zomato/Swiggy' — not reliable yet,1,1,,,,refused replacement and refund,food tasted '10 days old',uninstalling,ai_first_pass,
GO_1b0e540633,google_play,com.ownly.customer,ownly_standalone,1.9.5,2026-06-17,1,"★☆☆☆☆ Terrible experience. My order was accepted and payment was processed, but after waiting over an hour, customer support called to say it was cancelled because the item was out of stock. If the item wasn't available, the order should never have been accepted. Making customers wait this long only to cancel shows poor inventory management. Customer support was pathetic, with no proactive updates or proper resolution. Completely wasted my time. Now waiting for the refund.",26,0,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=en_IN&gl=IN,2026-09-14,en,none,neg,PLATFORM_RESTAURANT_CANCELLATION;LATE_DELIVERY_ETA_BREACH;LISTING_MENU_ACCURACY;SUPPORT_UNRESPONSIVE_OR_SCRIPTED;REFUND_DELAY_OR_DENIAL,PLATFORM_RESTAURANT_CANCELLATION,3,dispatch_eta,0,,0,0,,waited 1+ hour before cancellation,item out of stock after acceptance,no proactive updates; awaiting refund,,,ai_first_pass,
GO_a1c03f1646,google_play,com.ownly.customer,ownly_standalone,1.9.5,2026-06-14,1,no use my first order canceled. no cash on delivery.after payment immediately u will receive refund message like refund initiated u will receive money 5to7 days. if u can't deliver why taking online payment.,2,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=kn&gl=IN,2026-09-14,en,none,neg,PLATFORM_RESTAURANT_CANCELLATION;NO_CASH_ON_DELIVERY;REFUND_DELAY_OR_DENIAL,PLATFORM_RESTAURANT_CANCELLATION,3,dispatch_eta,0,,0,0,,,,refund 5-7 days after cancellation,,FIRST order cancelled (first-trial failure); asks for COD,ai_first_pass,
GO_2ecb312b65,google_play,com.ownly.customer,ownly_standalone,1.8.7,2026-04-05,5,super,17,1,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=kn&gl=IN,2026-09-14,en,none,pos,APP_UX_GENERAL_POSITIVE,APP_UX_GENERAL_POSITIVE,,unspecified,0,,0,0,,,,,,,ai_first_pass,
GO_9dc9ee308f,google_play,com.ownly.customer,ownly_standalone,1.7.4,2025-12-04,4,"Please come to Chennai, please",1,0,https://play.google.com/store/apps/details?id=com.ownly.customer&hl=ta&gl=IN,2026-09-14,en,other,neutral,CITY_EXPANSION_REQUEST,CITY_EXPANSION_REQUEST,1,discovery_onboarding,0,,0,0,,,,,,asks for Chennai launch,ai_first_pass,
AP_eacd4d8693,apple_app_store,6747476494,ownly_standalone,,2026-09-06,5,"Truly a lifesaver for people who order food regularly — I used to order from other popular food delivery apps, but the food prices are often higher and there are additional charges on top of that. Here, I can order from the same restaurants at a much lower overall cost, with no unnecessary extra charges. That makes a huge difference for daily orders.

One suggestion: please add more popular and well-known restaurants to the platform. Also, even if a restaurant is more than 8–10 km away, it would be great to still allow the order with an additional delivery charge. I think many customers would be happy to pay a reasonable extra fee rather than not having the option to order at all.

Overall, really impressed with the concept and pricing. Keep adding more restaurants",,1,https://apps.apple.com/in/app/ownly-food-delivery-app/id6747476494?see-all=reviews&platform=iphone,2026-09-14,en,none,pos,LOWER_PRICE_VALUE_POSITIVE;NO_HIDDEN_FEES_POSITIVE;ASSORTMENT_MORE_RESTAURANTS;SERVICE_RADIUS_LIMIT,LOWER_PRICE_VALUE_POSITIVE,1,pricing_checkout,1,to_ownly: same restaurants at lower overall cost; incumbents add charges,0,1,lower overall cost for same restaurants; would pay extra delivery fee for >8-10 km,,"wants more popular, well-known restaurants",,,H8 signal: stated willingness to pay extra delivery fee for longer radius; 'daily orders',ai_first_pass,
AP_e74289b325,apple_app_store,6747476494,ownly_standalone,,2026-08-08,1,"This App is Scam🔴 — Hi Guys, Please do not order from this app. In the beginning, everything may seem fine, but after using it for some time, you’ll see how unprofessional their service actually is. Yesterday, I placed a food order, but it was not delivered. After waiting for almost 2 hours, they cancelled the order without even informing me properly. If they are unable to deliver an order on time, the least they can do is inform the customer instead of making them wait unnecessarily. Today, I placed another order because they had refunded my previous amount and provided me with some coupons. Unfortunately, the same thing happened again. The delivery person was apparently near my house and marked the order as delivered without actually delivering it to me. I contacted customer care expecting them to investigate the issue, but instead, without doing any proper verification, they simply said that since the order was marked as delivered, they were closing the ticket. This is extremely unprofessional and unacceptable. Customers pay for their orders and deserve proper service and accountability. Marking an order as delivered when the customer has not received it and refusing to investigate the issue is not acceptable. I have lost my money so you guys plz don’t waste ur time and money. I strongly recommend being careful before ordering from this app.",,1,https://apps.apple.com/in/app/ownly-food-delivery-app/id6747476494?see-all=reviews&platform=iphone,2026-09-14,en,none,neg,EARLY_GOOD_THEN_DECLINE;LATE_DELIVERY_ETA_BREACH;PLATFORM_RESTAURANT_CANCELLATION;NOT_DELIVERED_OR_FALSE_DELIVERED;RIDER_CONDUCT_OR_UNREACHABLE;SUPPORT_UNRESPONSIVE_OR_SCRIPTED;REFUND_DELAY_OR_DENIAL;TRUST_LOSS_SCAM_FRAMING,NOT_DELIVERED_OR_FALSE_DELIVERED,4,delivery_handoff,0,,0,1,,~2 hour wait then cancellation without notice,,"ticket closed because order was marked delivered, no investigation",calls app a scam,refund + coupons after first failure did not retain trust after second failure,ai_first_pass,
AP_adaff63850,apple_app_store,6747476494,ownly_standalone,,2026-08-04,1,"Pathetic Delivery Service — Absolute scam of a service — do not trust this app!
I ordered food on Only app specifically because they promised the fastest delivery time of 25 minutes, and I was starving. Half an hour passed, no food arrived, and when I checked the live tracking map, the delivery driver was miles away in the completely wrong direction.
When I called the driver, he casually informed me that since the restaurant was taking a few extra minutes, he simply accepted a different delivery on another app (like Swiggy or Zomato) and drove off to fulfill that instead!
I then contacted Only app's customer support, only for them to tell me they couldn't fulfill my order and were canceling it. Sure, they issued a refund, but a refund doesn't feed a hungry person after wasting 35+ minutes of their time.
It is completely fraudulent to promise a 25-minute ETA to secure an order, fail to manage their drivers, and then leave customers stranded without food. Avoid this app at all costs if you actually expect your food to show up.",,1,https://apps.apple.com/in/app/ownly-food-delivery-app/id6747476494?see-all=reviews&platform=iphone,2026-09-14,en,none,neg,LATE_DELIVERY_ETA_BREACH;RIDER_CONDUCT_OR_UNREACHABLE;PLATFORM_RESTAURANT_CANCELLATION;MARKETING_EXPECTATION_GAP;TRUST_LOSS_SCAM_FRAMING,RIDER_CONDUCT_OR_UNREACHABLE,3,dispatch_eta,1,to_ownly (trial trigger): promised 25-minute delivery,0,0,,promised 25-min ETA missed; rider allegedly left to take another app's delivery,,support cancelled order; refund issued,'do not trust this app',AMBIGUOUS primary: RIDER vs LATE. Rider-multi-apping claim is unverified consumer claim,ai_first_pass,
AP_45ca8ef886,apple_app_store,6747476494,ownly_standalone,,2026-08-03,1,"Absolute trash customer service. Worst support ever. — The app works fine until something goes wrong with your food. If your order is cold, late, missing, or completely messed up, do not expect any actual help. You get stuck talking to automated bots that loop endlessly. When you finally reach a real agent, they give copy-pasted script answers, close the chat while you are still typing, and take zero responsibility. They refuse to help or offer refunds for their own mistakes. Total waste of money and time. Avoid this app. Uninstalled.
To give you an example, I ordered egg noodles from AL Fanoor restaurant, but the food I received was dripping with oil. The time before that, they completely ignored my delivery instructions.
Please do not install this app. If anyone wants to order, I will let you use my Zomato Gold—just please order from there instead. This is not a promotion; it is a sign to avoid bad things.",,1,https://apps.apple.com/in/app/ownly-food-delivery-app/id6747476494?see-all=reviews&platform=iphone,2026-09-14,en,none,neg,SUPPORT_UNRESPONSIVE_OR_SCRIPTED;FOOD_QUALITY_HYGIENE;RIDER_CONDUCT_OR_UNREACHABLE;REFUND_DELAY_OR_DENIAL,SUPPORT_UNRESPONSIVE_OR_SCRIPTED,3,post_order_support_refund,1,away_from_ownly: offers own Zomato Gold to others instead,1,1,,delivery instructions ignored on earlier order,,bots loop; scripted answers; chats closed; refunds refused,oily food,uninstalled,ai_first_pass,
