video_id,video_title,published_video,phase,comment_id,author,published,likes,text,themes,n_themes,first_hand_claim,mentions_ownly,evidence_type
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgyI8b6g8aFFaNVWb_d4AaABAg,@Nitinsinghsiwan,5 months ago,0,Just ordered from ownly and trust its great,WORD_OF_MOUTH,1,0,1,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgxqJDHshSo7Mt3B1bJ4AaABAg,@vineeth9258,5 months ago,7,"making it(ownly) sound revolutionary, hasnt this already tried (and failed?) by ONDC, I remember similar video for ONDC 1 year ago.  Miss Caleb in this channel, and the quality has deteriorated so much since.",ONDC_PRECEDENT;TRUST_QUALITY,2,0,1,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgzbxBVE2CXZ8EBKbUd4AaABAg,@Enlighten_pages,5 months ago,2,In between all this 'toing' by Swiggy watching silently,COMPETITORS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgyW7NDuYU2EhMUmZTl4AaABAg,@chiranjivg2605,5 months ago,2,We all should make sure we will shift from some platform which charges more irrespective of its size if some one increases price we should stop ordering completely let them close they dont care about us why should we,PRICE_DOUBT,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwJuPer8PtdM5J_yGZ4AaABAg,@mihirchitnis905,5 months ago,2,"Ownly is still not available at my location in Pune, unfortunately.",,0,0,1,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgxIkE0miFOJvHvQryt4AaABAg,@davidjaison,5 months ago (edited),8,Mot easy to beat zomato and swiggy very easily!! Rapido have to burn lot of funds on user acquisition i belive but still after those offers people uninstall,DISINTERMEDIATION,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwhX7F6DAKrrtZiaxN4AaABAg,@prateekkamra9707,5 months ago,0,"Swish is in gurgaon as well, from last 1 week almost everyone in my office is ordering from swish",COMPETITORS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgzYQHFr8qq2TkCIc2h4AaABAg,@tru3_light,5 months ago,0,did rapido really introduce zero commission model for autos or Namma yatri did?,ZERO_COMMISSION,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgxqgPLKiPVXpOkJewl4AaABAg,@Aimer-k4z,5 months ago,2,0:44  swiggy launch toing to counter it.. Offering food at low cost,COMPETITORS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgzbYEZXTOn3yJGPxfB4AaABAg,@Anonymous-n9q,5 months ago,3,"7:18 they don't have a name yet, but got  funded ? Wtf no name, no product but got funded ?",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgxlCNyA8jfbHre_9JR4AaABAg,@imguru_07,5 months ago,5,"AOV
swiggy: 430
zomato: 475

300 million Indians eat out every month. Swiggy and Zomato caters to only 25-30 million of them. People spend about 100 rs while eating out. But 100 rs orders don't make sense to the delivery platforms.",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgxaENnfmcQ3lvGlJJt4AaABAg,@VergeMania,5 months ago,2,"Please make a video about GATE Exam Scam 2026, Students needs your Support",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugzizui5-KykJAFw6A94AaABAg,@mantraeditzstudio,5 months ago,4,"First comment .❤
Kitna berojgar hu video aate hi dekh liya 😂",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwdSkKlDt2zv_jLjX94AaABAg,@DeeP_BosE,5 months ago,3,its the same . another piece of the same pie  . 0% today 5% in 1year .,PRICE_DOUBT,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugz81cJL86nNihzm59l4AaABAg,@notthatweirdfr4468,5 months ago,1,8:43 where can I find this data ?,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugyuv1v8RcsIZjFyj-94AaABAg,@mithunmahato309,5 months ago,0,every quick commerce business or bike taxi business or food delivery business are the same. any one can breach into others' business. every ones main asset is their bike drivers' fleet. 😂,RIDER_ECONOMICS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwqOQ-iwdyxXqXYlQl4AaABAg,@Akraju-f7b,5 months ago,0,Deccan AI 25million dollars,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwGB09mm1iy16b-j9B4AaABAg,@Anmol-23VF,5 months ago,0,Sadly these are the same companies who will eventually squeeze ot these riders someday or the  other paying the minimal in new india where petrol cost is all time high,RIDER_ECONOMICS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw_iB59gqG0sHxBB8x4AaABAg,@AKHASHRAM,5 months ago,28,Video sponserd by ownly?🤔,,0,0,1,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugyo9_XhCTeibcF7S1t4AaABAg,@shivamvarma374,5 months ago,0,Next video make in hindi please 😊😊,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugx_05fPDmlQ8N5sPel4AaABAg,@soumikroy6549,5 months ago,0,economically gig economy does not make any scene. atleast i do not understand it. it so feels like a rent seeking behaviour. most IMs try to solve one thing information asymetry like banks brokers and many others. in a such dense network i dont know how much asymetry to begin with. this model is atleast beyond my understanding where is the economic value.,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwuxQX3PLJE5x-4Xpp4AaABAg,@emonbhuiyan4034,5 months ago,0,Uber tried this and failed.,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugye4Ra-SLLjYGhWanl4AaABAg,@ankitmaurya2732,5 months ago,1,"Basically Ownly will exploit riders more. 

🙂",RIDER_ECONOMICS,1,0,1,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwNAfwdvXZe9ZJEVcF4AaABAg,@afanhasan-n4z,5 months ago,2,Shame on you for advertising Dream 11.,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugzye1LSJslVeRiFIBR4AaABAg,@Beastinterests11,5 months ago,0,They all are doing for blockbuster IPOs to loot public money,PRICE_DOUBT,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgzK5EgC33n5PFkCXY94AaABAg,@kunaldev1257,5 months ago (edited),1,"We need to stop Swiggy zomato, amazon, Flipkart .....tooo much commissions",ZERO_COMMISSION,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwJIVUBA_L_CmXX5ax4AaABAg,@bitcoinheist7831,5 months ago,1,Ownly is not that cheap .. I use ownly ..they have no discount on any restaurant .. same menu available in Swiggy with lesser cost after discount,PRICE_ADVANTAGE,1,1,1,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugz3-xJGGT191eIsT7l4AaABAg,@Mister-Kayne,5 months ago,0,"I tried this application yesterday. The interface is totally shitty and totally inaccessible for anybody who is using assistive technology. According to me. This application is a failure. It may offer good prices, but in terms of UX, it’s fucked up. 👎🏻",,0,1,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgyvZ7FM7W9FynXm-iJ4AaABAg,@st0rmchas3r,5 months ago,0,"Rapido is in massive losses. So, they havent proved unit economics will work. And i am not talking about food delivery, neither their bike taxis nor auto / cabs is making money for them.",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugwdsrc0_WgN7eqgav54AaABAg,@KanthiKiranRaghavaRaju,5 months ago (edited),1,"At the end of the day every company thrives for profit 😂😂😂, there is a quote if everything is free them you are the product 😎😎😎",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugyt0SDICFLRm6bSiNp4AaABAg,@Hunterr077,5 months ago,0,I don't think rapido can disrupt this market,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugzj843cnTtmBSLdLJB4AaABAg,@Frustrated-Indian-2024,5 months ago,1,"Ownly is shit, bad service, less restraunts, and most of the time they don't deliver.",RELIABILITY,1,0,1,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgzVUbFL36RtDL4e2-N4AaABAg.AUuMCeKXsh6AUwIsE5L2ta,@prabalmohanty3018,5 months ago,1,I too use the app for menu 😂,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgzVUbFL36RtDL4e2-N4AaABAg.AUuMCeKXsh6AUwQtu00lPN,@beechaser66,5 months ago,1,Same.. you can also get menu in maps😂,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgzVUbFL36RtDL4e2-N4AaABAg.AUuMCeKXsh6AUyEYUrmt3n,@Worldwidewebsurfer001,5 months ago,5,Tiffin service is still the best in 2026,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgzVUbFL36RtDL4e2-N4AaABAg.AUuMCeKXsh6AVAdEIvVy5s,@guruprasadah7178,5 months ago,2,"recently found something called sukhii delivery — it lists restaurants in Bengaluru that deliver on their own, might help you.",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgxwXTUP-RS0BS0cOEp4AaABAg.AUwnPPV6asYAV2B_nNhf0c,@gopaljee1467,5 months ago,2,True,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw4N44rwtyHuC6S3wR4AaABAg.AUt68YJAd67AUtBLfd4DH7,@dragonarena5489,5 months ago,16,"Yes you're ryt, and we cannot do more than 2-3 food deliveries per hour because it needs time to prepare",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw4N44rwtyHuC6S3wR4AaABAg.AUt68YJAd67AUtW1HCmDc7,@dragonarena5489,5 months ago,4,​ @badgerking200 thats actually a myth in that time they get parcels which pays them more then the ride hailing per km,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw4N44rwtyHuC6S3wR4AaABAg.AUt68YJAd67AUtYXEkcJdl,@Shhhhhhhhhhh09,5 months ago (edited),8,"Don't worry guys , there are crores of people ready for doing low cost delivery,

 because in terms of delivery riders we have in our country 
There is more supply of them than their demand 

Don't forget india has 30-50 crore people who earn less than 15k per month doing some sort of manual labour, so many of them would be happy working as delivery riders for 25k-35k per month 

That's my opinion",RIDER_ECONOMICS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw4N44rwtyHuC6S3wR4AaABAg.AUt68YJAd67AUz1TtZ8mWU,@mohdayaz690,5 months ago,1,​ @Shhhhhhhhhhh09 sure,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw4N44rwtyHuC6S3wR4AaABAg.AUt68YJAd67AV-j5Od5G8h,@Priyaykanth2,5 months ago,0,"​ @Shhhhhhhhhhh09 
This system is not long lasting",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw58ol2xy1w7g-BIZx4AaABAg.AUtBYaOZTeRAV2_JpK9CcN,@arulasveen,5 months ago,2,I thought that was lifted some time ago?,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugzbojlt25fVdPsWo8J4AaABAg.AUt4WqHm4GdAUtEHTl-qnX,@RB11xRB11,5 months ago,6,PR BS,CREATOR_CREDIBILITY,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugzbojlt25fVdPsWo8J4AaABAg.AUt4WqHm4GdAUtG36PvOMt,@noclicheplease,5 months ago,7,"@RB11xRB11  Why da? Burning under? Employee or investor of Sha-mato or Sha-wiggy? 

For the uninitiated, sha is a shortform for LKB.",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugzbojlt25fVdPsWo8J4AaABAg.AUt4WqHm4GdAUubgGM0HTG,@MZA-5-7,5 months ago,0,@noclicheplease what is lkb,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugzbojlt25fVdPsWo8J4AaABAg.AUt4WqHm4GdAUvqSpq2OPC,@ankitkumar6130,5 months ago,0,​ @MZA-5-7 right it's still isn't helping I mean why use acronyms that aren't common,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugzbojlt25fVdPsWo8J4AaABAg.AUt4WqHm4GdAUyEo_9-0iu,@Worldwidewebsurfer001,5 months ago,0,​ @noclicheplease How much money does one get to make comments and spread propaganda online. Where can I get this job. I need some money,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugzbojlt25fVdPsWo8J4AaABAg.AUt4WqHm4GdAUyH_99lX5x,@noclicheplease,5 months ago,0,"@Worldwidewebsurfer001  I don’t know about such things bro. May be you should ask your father for claiming you as his son, even though when he is not.",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgxqJDHshSo7Mt3B1bJ4AaABAg.AUtPlqrbeCTAUtjLNOZUHu,@Lucifer-pn5fz,5 months ago,4,There is a big difference between companies run by gov n a pvt entity,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgxqJDHshSo7Mt3B1bJ4AaABAg.AUtPlqrbeCTAUtjxB7ldgK,@Paradoxical321,5 months ago,2,Ondc was poorly implemented though,ONDC_PRECEDENT,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwJuPer8PtdM5J_yGZ4AaABAg.AUt63i8PNEwAUtVJ-d_u1G,@souravsaha8377,5 months ago,1,It's not available in Kolkata too.,ASSORTMENT,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgxIkE0miFOJvHvQryt4AaABAg.AUt4Hd8DJZmAUttfXW7fMB,@Aimer-k4z,5 months ago,0,Swiggy launch 'toing' to counter it..,COMPETITORS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugz81cJL86nNihzm59l4AaABAg.AUtqhFplwcTAUtrgIkSmqP,@goan_guy01,5 months ago,0,Same question,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugz81cJL86nNihzm59l4AaABAg.AUtqhFplwcTAUtsoXaRrC7,@PankajSingh-jw7fn,5 months ago,0,Have linked it in the pinned comment :),,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugz81cJL86nNihzm59l4AaABAg.AUtqhFplwcTAVAz3KdlvXs,@RabindraGuptaTeli,5 months ago,0,Your story,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw_iB59gqG0sHxBB8x4AaABAg.AUt49DVOiR_AUt4QrmjkcT,@mantraeditzstudio,5 months ago,1,Yes 😂,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw_iB59gqG0sHxBB8x4AaABAg.AUt49DVOiR_AUtHf1e47DP,@anshalmehta4273,5 months ago,13,Video sponsored by Finanjo,CREATOR_CREDIBILITY,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw_iB59gqG0sHxBB8x4AaABAg.AUt49DVOiR_AUtQTu4JSs6,@rsreeharsha7266,5 months ago,1,Yes,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw_iB59gqG0sHxBB8x4AaABAg.AUt49DVOiR_AUu3Ql9phqk,@adithya9811,5 months ago,1,Why does it bother you?,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugw_iB59gqG0sHxBB8x4AaABAg.AUt49DVOiR_AUuYjFn7VqR,@DeeP_BosE,5 months ago,0,"@adithya9811  its comic now , not bothersome",,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugye4Ra-SLLjYGhWanl4AaABAg.AUybxSqIYcAAV0JmHYCzbp,@avinashvarma3543,5 months ago,1,"what is there to exploit , its not like they are forced to do it , its riders wish if they want to deliver food or do bike taxi",RIDER_ECONOMICS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugye4Ra-SLLjYGhWanl4AaABAg.AUybxSqIYcAAV0kbLd--x_,@ankitmaurya2732,5 months ago,0,"​ @avinashvarma3543   why anyone become rider ?? Cause they can't get other opportunities right ?? 

As the technology change, requirment changes, time changes the jobs also changes. 

This is full time job and professional career across globe. 

And by your logic companies shouldn't pay them even what they are paying now ?? Cause it's a volunteer and it's rider choice according to you ?? 

By this rubbish logic you or any tech employee shouldn't be paid cause every job is voluntary work. No one force anyone to do any job. 

Its simple if demand increase, supply should also increase and pay should also increase.",RIDER_ECONOMICS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,UgwJIVUBA_L_CmXX5ax4AaABAg.AUt8wpjwLZGAUtp3_SyCzM,@dilsere1775,5 months ago,0,Discounts can't last forever,,0,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugwdsrc0_WgN7eqgav54AaABAg.AUtg0mFEr86AUtk6zPWzMl,@misai04,5 months ago,2,A company has to earn profit to sustain it's buisness and on the way people are getting good deals and Rapido also destroying duopoly which is good for customers,RIDER_ECONOMICS,1,0,0,CONSUMER-GENERATED
h6PJ_QB4CiQ,"Can Rapido's ""Ownly"" beat Zomato-Swiggy?",2026-03-28,post-launch,Ugyt0SDICFLRm6bSiNp4AaABAg.AUtORGFr1LeAUtfdPzlghX,@kunaldev1257,5 months ago,2,Yes it can..... Swiggy zomato too much commissions,ZERO_COMMISSION,1,0,0,CONSUMER-GENERATED
2EI51Z7WQ3o,Rapido's Genius Strategy to Beat Zomato and Swiggy,2025-06-17,pre-launch,UgxF3mdv3gMMQKibVQN4AaABAg,@thequietgal,1 year ago,731,"Rapido cares about its drivers a lot, saying this after having spoken to multiple rapido bike riders. So they already have trust",RIDER_ECONOMICS;WORD_OF_MOUTH,2,0,0,CONSUMER-GENERATED
2EI51Z7WQ3o,Rapido's Genius Strategy to Beat Zomato and Swiggy,2025-06-17,pre-launch,UgwRqYi59pqZM5T8AT14AaABAg,@soumyabrataroy1462,1 year ago,596,We definitely need some competition. Thankfully the market is matured and Rapido doesn’t have to spend a bomb in marketing since people are already quite frustrated with the random charges zomato and swiggy adds. Rapido is also requesting restaurants to have a ₹150 meal… I think this will be fun to watch,,0,0,0,CONSUMER-GENERATED
2EI51Z7WQ3o,Rapido's Genius Strategy to Beat Zomato and Swiggy,2025-06-17,pre-launch,Ugx6yrZY4Sc3uM1M0ix4AaABAg,@pratishthaagarwal2773,1 year ago,146,"Rapido is likely emulating a model similar to Grab in Malaysia. If done right, they have massive potential to be a disruptor.",COMPETITORS,1,0,0,CONSUMER-GENERATED
2EI51Z7WQ3o,Rapido's Genius Strategy to Beat Zomato and Swiggy,2025-06-17,pre-launch,Ugxg64Rq-CjEG3oa6nh4AaABAg,@sahilx4954,1 year ago,50,I'm rooting for Rapido.,,0,0,0,CONSUMER-GENERATED
2EI51Z7WQ3o,Rapido's Genius Strategy to Beat Zomato and Swiggy,2025-06-17,pre-launch,UgxACaPrvcwllP36aJl4AaABAg,@abhi-t4o1x,1 year ago,232,"ondc failed because it was owned by the government. they should have appointed a private board of directors and a CEO to run it, it would have worked.",REGULATION;ONDC_PRECEDENT,2,0,0,CONSUMER-GENERATED
2EI51Z7WQ3o,Rapido's Genius Strategy to Beat Zomato and Swiggy,2025-06-17,pre-launch,UgwLD2_TcKLNQ2xQdy14AaABAg,@Statosphy,1 year ago,343,It is absolutely sad that Rapido got banned in Karnataka. How they are able to resume soon with the help of the govt. streamlining laws and regulations to such services.,REGULATION,1,0,0,CONSUMER-GENERATED
